id,target
8841,3
4833,0
2385,4
8663,0
5006,0
11793,4
1572,4
2480,2
10376,0
7019,0
12048,3
11487,3
7075,4
12500,4
8147,0
4213,0
8364,4
1102,4
8671,0
12550,2
11648,1
8783,2
4170,0
11589,1
1659,2
719,0
10199,3
10455,0
9474,1
6121,4
4863,2
9275,0
14495,0
5007,0
6650,3
4677,1
4416,0
7244,0
6702,1
6097,2
6554,0
9824,1
8583,0
7464,3
9019,0
13650,0
3697,0
8249,2
14115,0
3822,0
9198,4
10251,2
8163,0
3378,3
5660,0
13767,0
10139,4
3858,1
13632,0
2034,2
5522,1
5319,2
985,0
12132,0
11937,2
8347,1
9156,3
266,0
5556,3
13128,0
2054,2
2870,3
9076,4
14591,2
10893,1
12055,0
6532,0
10802,0
13316,0
11960,0
11525,4
13453,1
7094,0
8227,0
9912,2
3006,0
13362,0
9776,4
12154,4
7627,0
8828,0
10793,0
9785,0
11835,0
1447,1
8626,3
4760,0
10570,0
953,0
3554,0
7859,1
8432,0
7827,0
11072,0
11523,0
3886,4
12946,2
7854,0
13944,4
12359,0
14203,1
12715,0
7241,0
11862,4
1145,0
9479,2
11061,0
10600,1
1197,1
1906,3
13429,0
14672,0
4107,2
5967,2
14655,0
7309,0
6282,0
2730,1
7643,3
14346,1
6435,0
10364,4
14805,0
4795,1
11336,0
4445,3
7780,2
5325,1
11497,0
4868,4
495,0
10744,0
14969,2
4048,0
8652,4
14556,3
2215,0
10505,3
10690,1
3217,0
3531,4
10885,0
1262,0
6803,0
4708,2
13682,0
1424,4
9134,0
12163,0
7154,0
5704,1
10471,0
11946,0
6776,2
11370,2
14679,1
10510,0
8531,2
10475,2
12619,2
11133,0
6883,4
7020,0
4675,0
9813,3
4046,4
12466,0
14627,2
6985,0
10869,0
6338,2
8184,4
4966,4
3559,1
6967,0
4962,2
3338,1
7031,0
12201,0
13071,0
11327,0
4918,0
12394,3
11088,0
12372,0
14309,0
2319,4
7748,4
6307,4
5857,0
6,0
3397,0
7494,4
10487,0
7307,0
4244,0
9835,4
516,3
7804,0
8888,1
8983,4
5821,0
9328,2
6937,0
10329,0
5414,2
10027,4
3091,0
14755,0
4654,0
9645,2
13981,0
455,1
14132,3
14864,4
14793,1
11528,0
1847,1
5130,0
5150,0
10094,1
4789,4
3056,4
11851,0
4547,0
10970,0
5638,2
9146,2
8604,0
5534,4
6793,4
2279,0
5294,4
14262,0
834,0
5687,0
2834,4
4341,0
8767,2
9319,0
11812,1
2057,4
10114,0
13799,0
14291,0
9084,1
6335,2
2955,2
7619,2
4927,0
8181,2
8304,1
8274,0
13437,2
11290,0
3673,0
9241,0
9606,0
7381,4
13048,0
1416,4
4540,4
879,1
6008,4
1307,0
10143,1
640,0
5632,2
2405,0
9984,1
2294,0
6438,0
8264,4
11247,3
1100,0
6458,0
6693,0
817,4
2965,4
6118,0
13196,4
427,0
6011,0
13140,0
12314,4
5423,0
5422,2
2130,0
11427,3
8435,0
5345,1
4982,1
8535,2
14104,0
11814,4
7967,0
6023,2
10441,0
6411,1
13840,0
790,0
4175,1
421,0
1057,2
13304,4
9975,0
503,0
10089,2
8281,0
526,0
33,0
14123,0
11058,0
14215,0
2328,0
2873,1
5803,0
6910,4
8853,4
6534,4
3826,4
4331,4
13439,4
1177,4
9219,0
371,0
3020,1
9462,3
14072,0
9070,3
10984,2
12854,0
194,3
110,0
12534,4
1252,4
14902,0
5706,0
2689,0
7295,0
9200,0
11785,0
13166,4
11798,1
1129,4
1935,0
4829,2
2188,3
786,3
8774,0
9599,3
6387,0
9312,0
636,0
3587,4
13537,0
12273,3
9907,0
1682,1
10543,1
3305,0
9517,1
6535,4
9943,4
8687,4
13915,0
8844,2
7995,0
14249,0
2525,0
1780,0
4870,3
13005,0
567,1
7683,1
8699,3
14983,4
39,2
805,1
6931,1
4831,0
13097,0
4375,4
9055,0
5251,0
4284,0
9120,0
9856,0
3445,4
10232,0
14071,1
1196,0
4154,0
11233,4
9916,1
12279,0
9226,0
1464,3
7694,0
11059,0
12528,0
13154,4
6592,0
3110,1
6821,4
1915,0
1674,2
12745,0
1337,1
7650,2
2096,1
5775,0
4125,0
4994,0
3321,0
7840,3
12660,1
6792,0
14102,2
12432,1
2251,0
1031,0
4878,0
10286,0
967,0
13019,0
3493,4
1298,1
9848,0
2192,4
2498,4
12409,1
11287,0
13818,3
2022,3
8786,2
4097,0
1853,4
12429,3
7786,3
6042,0
40,1
12974,0
2450,4
3486,0
3364,3
14489,0
12523,4
6909,4
12156,1
11453,0
7875,1
5701,0
8407,1
2050,1
6962,1
3106,1
13069,0
14721,1
11090,2
7561,0
13728,0
7311,1
11503,0
10072,0
8586,1
6971,2
11581,0
1643,0
2750,0
13062,0
9135,2
10905,1
9420,0
4117,2
4818,0
413,3
6400,0
6228,0
13260,0
1829,0
11266,4
5785,2
7530,0
11042,1
14372,0
10526,0
7737,0
4006,0
14047,2
13221,2
12225,4
1263,0
1818,0
1765,3
726,0
5200,0
10454,0
9803,1
10872,4
2558,4
11328,0
3956,1
2576,0
11897,4
6407,1
2080,0
12673,0
10349,0
8563,0
5779,0
11694,1
2432,3
7320,1
2160,3
8450,0
8984,2
14560,0
350,4
2734,4
2374,1
12527,1
9117,2
2594,0
9960,0
3324,0
12236,1
5893,0
8662,0
9929,2
1025,0
4271,0
6248,0
9317,1
13150,3
5399,4
3682,1
5439,1
9798,4
12984,0
8023,4
7841,2
9264,2
8637,0
12039,0
2357,2
4088,1
4115,2
1288,0
2984,4
7129,3
4712,0
14927,0
3691,1
10285,2
12113,0
13517,1
8461,0
2941,3
6696,0
10788,0
3327,2
605,0
4266,4
8174,0
14037,0
11817,0
3100,0
4460,1
9174,2
10181,2
202,2
7978,0
13953,0
6933,0
4508,0
6672,0
9177,0
6645,0
1812,2
3821,0
4975,0
8516,0
3307,1
7652,2
1747,0
2427,4
8072,1
10633,0
12368,3
651,0
3519,1
3681,0
10238,0
1897,1
8420,1
3617,2
2621,0
10758,2
6408,4
10513,4
11137,0
3993,2
9389,0
2104,4
4196,0
1702,1
13566,2
14839,0
3727,4
6037,0
7373,4
1237,2
6862,2
14677,0
4235,0
6949,4
5875,1
5714,0
1388,3
8026,4
13658,2
10382,4
13695,0
9594,0
9719,4
1974,0
6853,1
7401,1
11803,0
14689,4
6357,0
9490,2
6319,1
1413,0
12109,4
14099,0
7829,0
7598,0
10406,0
3650,3
1981,0
5574,1
1016,4
9859,0
6442,3
2866,0
7458,4
4024,0
3144,2
4494,2
7582,0
9819,1
13425,0
6242,0
5931,0
1911,0
4063,0
5147,4
6529,2
7910,0
7014,0
8100,1
14673,0
5842,3
13380,4
1776,3
5083,1
3074,2
5963,4
7419,2
12,4
13826,3
3741,0
8900,0
2470,0
10849,4
6378,2
3735,1
8393,0
11930,0
461,0
9323,0
3909,0
13676,0
4162,4
7668,4
2623,2
14550,0
13645,2
2445,0
14256,3
1732,2
4786,3
9735,0
4827,0
6748,4
2360,1
10688,0
6948,3
9744,4
9999,4
1603,0
14937,0
5222,2
13957,0
14278,3
14826,0
7073,0
12259,0
7830,0
13708,0
1013,0
12470,1
10162,4
721,3
9232,4
4590,1
2647,0
606,0
3045,2
11202,1
2175,1
624,0
861,4
9675,0
877,1
8544,0
6887,1
10310,0
3150,2
6641,4
13207,0
13980,1
10986,4
13528,0
13305,0
10040,4
11087,4
7142,4
13665,2
2320,0
9214,0
4847,0
11513,0
9756,0
1781,0
13228,4
13259,4
3456,2
1810,1
12909,0
12513,1
113,0
6450,0
11800,0
1397,3
7260,4
14982,0
4210,0
2098,4
13175,4
14843,3
6912,0
13222,1
10579,0
7744,0
14441,2
13002,0
447,0
9878,0
8078,0
5268,0
13241,4
14971,4
9991,0
5525,0
12791,2
6293,0
5571,4
14768,0
9727,0
305,0
13994,4
10980,2
14573,3
6333,0
9298,0
8766,0
7706,4
1679,1
3017,0
1939,0
1560,3
9086,0
3082,0
9893,0
4916,3
12892,3
798,1
10933,2
1353,1
6273,0
2465,0
6880,0
1113,4
12536,3
2126,2
8210,0
12914,1
14886,4
13061,3
14749,1
6616,0
1685,0
9633,2
2673,3
2351,0
9854,2
11365,3
1012,0
13622,1
3760,2
3528,4
9406,1
252,3
3890,0
2759,0
9664,2
12962,0
5524,0
285,3
2642,0
13178,2
1863,3
10041,3
6556,2
14139,4
12766,3
2284,2
10491,4
10580,2
7314,0
9615,1
1115,4
4852,2
2549,1
8241,2
1500,0
5720,4
7669,1
14415,2
2275,3
870,3
14201,1
2090,0
4192,0
2809,0
8704,0
142,4
7548,1
7800,2
6627,0
7365,0
8193,1
11920,0
9336,0
8018,0
2048,3
14233,2
1827,2
8959,0
2812,3
9466,0
6209,0
4084,0
8390,2
1986,3
13428,2
13232,0
2983,2
9598,0
12331,0
13041,1
12387,2
9668,0
9403,3
2087,0
7,0
13487,2
11547,0
5335,1
3843,1
5465,4
10174,0
269,1
11536,0
13119,0
5012,0
4798,3
12989,0
8054,4
677,4
7482,4
3994,0
1896,0
2996,2
583,0
14584,2
5547,0
6859,0
6470,2
8232,3
8759,0
10435,4
10230,2
12139,4
11448,0
7832,1
13199,1
10483,1
3857,0
4360,0
11695,0
6460,0
11943,0
7497,0
9962,4
1605,0
13118,0
10125,3
4070,0
9368,0
14963,0
1215,2
3699,0
9554,0
7279,4
14738,4
5355,1
3808,1
12219,0
3104,0
13857,1
5426,2
8879,4
13932,0
5037,3
8055,2
1866,4
2833,4
13092,1
5024,1
7788,2
2355,3
9123,4
5082,4
6920,2
13407,4
3524,4
6084,4
9693,0
3249,0
12059,2
11044,0
8230,0
13612,1
7230,4
1168,1
2049,1
2676,0
12112,4
6465,4
10239,0
4114,1
14574,2
1860,0
10001,3
6466,0
9098,0
9494,2
12877,0
9906,0
8887,0
12083,3
3111,0
644,1
6986,0
14780,4
13473,3
6343,0
13982,3
7480,2
3983,1
7774,0
6827,1
772,0
12077,0
2863,1
4202,1
12742,1
9147,2
10643,0
14028,0
6788,4
14562,3
8082,0
7924,0
13972,0
14197,0
2125,0
8588,1
10133,1
12232,0
9679,2
6428,0
12604,1
2856,3
6108,2
9647,1
2146,2
1188,0
4432,3
11371,2
11491,0
4317,0
8038,4
8305,2
7039,4
6659,2
9361,0
2524,0
7049,4
7341,4
7954,0
12486,0
11366,1
8776,0
4207,2
6332,4
5432,4
10641,2
7011,4
11270,0
4361,2
2336,2
5050,0
6072,0
753,0
14919,1
7022,1
11651,0
1062,1
6720,0
1522,0
3050,2
2520,2
2745,2
13501,4
2229,1
8136,0
4067,2
6434,0
9965,0
8780,4
3229,0
7023,1
8271,0
5934,4
13754,1
8212,1
9689,0
14694,0
12994,3
9152,0
14209,2
11246,3
2533,0
303,1
12529,2
8859,4
3807,0
11375,0
14461,0
12296,0
11210,0
3661,0
13599,4
4340,4
7933,0
2068,0
13385,0
8336,0
7199,0
11542,0
971,0
4179,0
6418,1
70,3
3883,0
10385,0
10730,0
10237,0
9369,4
5259,0
10415,2
10547,0
7820,4
3953,0
7240,1
3605,0
4491,3
2702,1
9488,0
12956,0
1317,3
8480,0
14395,1
542,0
6608,0
5633,4
418,2
3544,4
1163,0
8592,0
6029,0
2287,3
10638,2
596,0
10888,1
12241,1
8623,4
4126,0
4203,1
12170,0
5956,0
4521,0
445,4
8308,0
1460,2
6315,4
7028,0
12061,0
7742,1
5855,4
14118,4
2865,0
4178,1
2817,1
11436,2
14019,4
10677,0
5436,2
3967,0
1689,0
2038,0
13755,1
14663,4
3568,0
2700,0
14644,4
12379,0
6723,0
5777,4
728,3
13035,0
13234,0
10991,0
8660,0
11715,4
2451,0
4379,3
6615,0
10651,0
1018,2
41,2
4232,4
1692,3
14226,0
12250,2
7906,0
5427,2
7552,0
7330,1
2217,2
13678,0
10756,2
11459,1
2552,0
10107,1
12934,0
1432,4
12740,0
1417,0
9311,0
11923,0
2609,0
9027,3
1775,0
13522,1
5000,0
10909,3
12440,4
2641,3
9375,0
9364,1
7726,0
6682,0
4220,0
7639,0
1760,1
5180,0
12302,2
11306,0
7221,0
13626,0
1220,1
6360,4
5097,1
6331,1
14080,0
1458,1
14754,2
7649,3
13593,0
12495,2
8137,0
5090,0
14725,3
8763,4
13620,2
10896,1
13239,1
12889,2
6947,0
11140,1
704,1
473,1
12973,1
12944,1
5497,0
10957,0
2577,3
1130,1
4771,4
8266,0
5073,0
10170,2
13342,0
13016,1
12386,0
4258,4
12400,3
6624,0
14222,4
699,0
14340,0
7091,2
8734,4
11917,0
6703,1
8285,0
1448,1
815,0
2389,4
2956,1
2703,0
6799,0
11181,4
5938,1
12121,0
10961,0
5477,0
4845,4
14277,2
5948,4
1948,0
9510,0
10609,2
11751,0
10532,0
11610,0
2331,0
12935,2
10794,0
5858,0
11759,0
10408,0
170,3
5661,0
711,2
7186,0
9165,0
10623,0
6558,0
12151,0
7108,2
3122,2
4548,4
1990,0
9251,3
12460,0
10410,0
4,0
7126,1
3961,0
1767,0
7941,1
9804,0
11416,1
607,1
4602,2
679,4
5659,3
13850,1
10684,0
3500,0
14024,4
1805,1
14736,0
8668,4
13947,0
11144,0
7672,4
1841,0
13605,2
10293,0
4132,4
8207,3
8911,1
5975,0
6046,2
2976,3
5971,0
9579,1
6281,0
5032,0
14266,0
5741,0
3236,0
1146,1
9014,3
10830,1
6140,0
12746,4
12885,1
13570,4
4538,0
5515,0
12769,3
12020,0
4353,1
7361,4
1514,4
351,1
3432,0
7169,4
9020,4
10971,0
4792,2
8487,0
2162,0
12514,0
5836,0
11113,3
35,1
14742,2
11460,4
277,0
11752,2
9891,4
14986,4
9092,0
8312,0
9522,3
11056,0
10007,0
1436,0
3395,1
9005,2
6709,4
11871,0
1489,2
14147,0
5617,0
2843,4
5145,0
7616,2
3813,0
11100,2
6099,0
12628,1
1764,0
14143,0
5374,1
2407,4
1524,0
295,1
14287,0
7157,3
14850,0
9837,3
7711,0
14757,2
1678,1
10835,0
7524,1
10848,0
5225,0
13942,2
13049,3
13892,0
3177,0
8044,1
3641,2
6734,2
6587,0
9734,0
6938,1
12226,0
783,0
7134,4
2543,0
2422,2
11452,1
5727,1
2624,0
12760,4
11190,0
8447,0
6906,0
10574,0
5059,0
3257,1
9771,4
239,0
13350,2
10078,0
8872,4
1084,0
10560,2
10919,4
13893,0
7444,4
12324,2
5100,4
14377,1
2348,0
5231,0
13308,0
2964,3
13457,0
3501,0
2363,4
2595,0
10910,0
394,0
7811,2
9570,3
5388,0
11424,2
7114,2
10780,1
10038,3
3461,2
555,0
10248,1
10008,0
14259,0
1175,0
11239,4
13898,0
11194,0
2392,0
10904,2
13581,1
2720,0
12870,0
1862,0
8803,0
562,4
9949,0
10478,2
7825,0
12188,0
9552,0
3373,0
13785,4
5837,4
8546,1
14646,1
11976,2
9277,1
13492,1
8240,0
4276,4
16,0
4303,0
1290,2
4871,0
11255,0
4169,4
10854,4
9161,0
4705,1
9412,0
12940,2
10773,0
540,3
5016,0
3087,4
14344,0
7952,0
7173,0
1347,0
11682,4
4983,3
6791,1
14527,2
11447,4
2307,2
7034,2
4393,0
12281,0
8579,3
1419,2
14250,0
14802,0
7500,4
6224,2
709,0
450,0
14860,2
13252,0
7455,4
13281,1
8001,1
14420,1
3547,2
3028,2
8787,0
12075,0
9399,0
5287,3
6742,2
6441,0
5020,0
6956,0
633,0
13533,1
7391,3
5572,2
6175,0
1021,1
4193,0
2249,2
2747,2
3794,2
5240,2
10229,2
3729,4
13003,1
6813,0
7076,4
535,4
448,0
6267,0
12561,0
5969,2
11668,0
10261,0
11514,4
420,3
12022,2
11912,0
10341,0
10225,4
9663,3
9342,0
1184,4
6507,4
3198,0
4219,4
10004,4
1697,4
2101,0
8874,0
14671,0
12317,3
5808,4
9178,0
9707,0
12146,0
5413,1
10501,2
814,4
5393,0
3408,4
13946,0
4413,0
8292,0
4882,0
4171,0
4733,1
4729,0
4436,0
8384,3
14329,1
6805,2
4043,4
10361,0
8675,0
3176,2
7502,0
3262,0
2178,4
7987,1
8635,0
4620,4
5406,1
833,4
3318,0
5591,0
2573,0
1198,1
8351,0
6322,0
9518,0
9966,0
5713,0
13444,0
1249,0
8499,2
10871,0
3923,0
10944,1
1750,2
4411,0
10672,1
10774,0
14647,0
7143,1
14014,2
1963,0
14127,0
5120,4
6137,0
12805,0
7564,0
11496,0
8856,4
4937,3
7574,4
11780,0
